"FOLIO","VIV_SEL","HOGAR","N_REN","P3_1_1","P3_1_2","P3_2","P3_3","P3_4","P3_5","P3_11","P4_1","P4_2_1","P4_2_2","P4_2_3","P4_2_4","P4_2_5","P4_3","P4_5","P4_6_1","P4_6_2","P4_6_3","P4_6_4","P4_6_5","P4_6_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_8_5","P4_8_6","P4_9_1","P4_9_2","P4_9_3","P4_9_4","P4_10","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_4_1","P5_4_2","P5_4_3","P5_4_4","P5_4_5","P5_4_6","P5_4_7","P5_4_8","P5_4_9","P5_23","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_2_1","P6_2_2","P6_2_3","P6_2_4","P6_2_5","P6_2_6","P6_2_7","P6_2_8","P6_2_9","P6_17","P7_1_1","P7_1_2","P7_2","P7_4","P7_5","P7_7_1","P7_8_1_1","P7_8_1_2","P7_8_1_3","P7_7_2","P7_8_2_1","P7_8_2_2","P7_8_2_3","P7_7_3","P7_7_4","P8_1","P8_2","P8_3","P9_1","P9_8_1","P9_8_2","P9_8_3","P9_8_4","P9_8_5","P9_8_6","P10_1","P10_4","P10_7","P11_1_1","P11_1_2","P11_1_3","P11_1_4","P11_1_5","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_3_1","P11_3_2","P11_3_3","P11_3_4","P11_3_9","P12_1","P13_1","P13_2","P13_3","P13_4","P14_1","P14_2_1","P14_2_2","P14_2_3","P14_2_4","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","FAC_ELE","P1_1","P1_2"
7949,16,1,2,3,3,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,3,1,2,3,1,2,1,3,1,3,3,3,3,1,1,1,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,9,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,3,3,2,1,2,2,2,2,2,2,38,127,1264,13748,3,1
7950,17,1,2,8,5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,3,1,3,1,1,1,1,3,3,1,1,1,3,1,2,2,2,4,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,1,2,1,1,2,2,1,1,2,2,1,1,1,,,1,2,2,1,2,1,2,1,1,2,1,1,1,1,9,2,2,2,2,2,2,2,2,1,1,1,3,1,2,2,2,1,1,2,2,2,1,27,127,1264,10210,2,1
7951,18,1,2,6,3,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,3,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,9,9,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,26,127,1264,13748,4,1
7952,20,1,3,6,3,6,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,9,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,9,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,3,2,2,2,2,2,2,2,18,127,1264,13748,6,1
7953,1,1,1,6,3,2,2,2,8,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,1,1,1,2,3,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,9,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2,2,1,2,2,2,2,1,39,133,1265,3802,1,1
7954,3,1,1,7,3,3,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,3,1,3,1,3,3,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,7,7,1,1,2,1,2,2,1,1,2,1,2,1,1,1,,,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,1,1,2,2,2,2,2,2,38,133,1265,3413,5,1
7955,4,1,2,2,3,5,2,2,8,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,9,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,9,9,2,2,2,2,2,2,2,2,2,45,133,1265,10240,4,1
7956,5,1,1,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,3,1,1,1,2,3,1,2,2,1,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,7,7,2,1,2,2,,,,2,,,,1,2,2,2,9,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,9,1,9,3,1,1,2,2,2,2,2,1,44,133,1265,3802,1,1
7957,1,1,3,8,4,1,2,1,4,1,2,2,1,1,2,2,1,2,2,2,2,2,3,2,2,1,1,1,1,3,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,7,7,2,1,1,1,2,1,1,1,2,2,1,1,1,1,,,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,22,128,1266,5860,4,1
7958,2,1,1,2,6,5,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,3,3,1,2,2,1,3,2,2,1,1,1,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,7,1,2,2,1,2,2,1,1,2,2,1,1,1,1,,,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,1,45,128,1266,4352,4,1
7959,3,1,2,3,3,5,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,3,3,2,2,1,9,2,1,3,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,9,1,3,2,2,2,2,2,2,2,2,42,128,1266,5860,4,1
7960,5,1,1,7,3,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,3,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,3,3,1,2,2,2,2,2,2,2,23,128,1266,5860,3,1
7961,6,1,1,2,3,5,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,9,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,1,55,128,1266,8704,4,1
7962,7,1,1,3,3,6,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,3,2,1,1,1,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,9,1,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,8,3,1,1,2,2,2,2,2,1,44,128,1266,2176,1,1
7963,8,1,2,3,3,5,2,2,8,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,1,2,1,3,3,2,1,3,1,1,1,1,1,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,7,7,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,9,2,3,2,1,1,2,2,2,2,2,36,128,1266,3907,4,1
7964,9,1,1,2,6,5,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,42,128,1266,4352,4,1
7965,10,1,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,1,1,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,2,,,,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,2,1,2,2,2,2,1,43,128,1266,6528,4,1
7966,11,1,2,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,3,2,1,1,1,1,2,3,2,3,2,1,2,2,2,9,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,3,3,2,2,2,2,2,2,2,2,30,128,1266,3907,5,1
7967,12,1,3,6,3,6,2,2,4,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,1,1,3,8,8,8,1,1,2,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,9,3,2,2,3,2,2,2,2,2,2,2,18,128,1266,5860,4,1
7968,13,1,2,8,4,6,2,2,1,1,1,2,1,1,2,2,2,2,1,1,3,2,3,2,1,9,2,1,2,2,1,3,3,2,2,2,2,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,7,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,9,9,3,1,2,2,2,2,2,2,2,33,128,1266,5860,3,1
7969,14,1,2,3,3,1,2,2,5,2,2,2,2,2,2,2,2,2,2,1,3,1,3,3,2,2,1,1,1,3,3,2,3,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,9,3,2,2,1,2,2,2,2,2,2,48,128,1266,5860,5,1
7970,15,1,2,3,3,5,2,2,8,2,1,1,2,1,2,2,2,2,1,1,3,1,1,3,1,1,2,3,2,1,3,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,3,2,3,2,2,2,2,2,2,2,2,33,128,1266,3907,5,1
7971,16,1,2,7,3,1,2,2,8,2,1,1,1,1,2,2,2,2,1,1,3,2,2,3,1,1,1,3,1,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,7,7,9,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,9,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,1,2,2,2,2,2,2,42,128,1266,5860,4,1
7972,17,1,2,3,3,5,2,1,5,1,2,2,2,2,2,2,2,2,1,2,3,3,2,3,1,1,1,1,1,3,3,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,7,4,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,9,2,1,1,1,2,2,1,1,2,9,2,2,1,2,2,2,2,1,1,3,2,3,1,2,2,2,2,2,2,2,36,128,1266,5860,7,1
7973,18,1,1,6,3,6,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1,3,3,3,3,1,2,1,1,4,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,3,3,2,2,2,1,2,2,1,1,2,2,1,1,2,1,,,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,24,128,1266,2176,1,1
7974,19,1,1,6,3,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,3,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,1,1,2,2,2,2,1,38,128,1266,2176,1,1
7975,20,1,1,2,6,5,2,2,5,1,2,2,2,2,1,2,1,2,1,1,2,2,1,3,1,2,1,1,1,1,3,3,1,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,9,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,2,2,2,2,2,2,2,44,128,1266,1953,1,1
7976,1,1,1,2,1,4,2,2,1,2,2,2,2,2,2,2,1,2,3,2,3,1,2,3,9,9,1,3,1,2,2,1,2,2,2,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,8,9,3,1,2,2,2,2,2,2,1,74,127,1267,7053,3,1
7977,3,1,1,3,3,5,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,3,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,9,2,2,2,1,1,2,2,2,2,1,45,127,1267,7053,3,1
7978,4,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,3,2,2,1,1,9,3,3,3,3,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,9,2,2,1,1,2,2,2,1,1,9,9,2,9,2,2,2,2,2,2,2,2,1,2,1,9,9,3,2,1,2,2,2,2,2,1,42,127,1267,3526,2,1
7979,5,1,3,2,6,6,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,9,8,1,3,1,1,3,2,2,2,2,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,9,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,9,9,9,1,2,2,2,2,2,2,1,48,127,1267,10579,3,1
7980,6,1,2,3,3,1,2,1,8,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,9,3,1,3,2,2,2,2,2,2,2,2,23,127,1267,6331,4,1
7981,7,1,2,2,2,1,2,2,8,2,1,1,1,1,2,2,2,2,1,1,3,1,3,3,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,2,,,,1,2,2,2,2,2,9,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,9,9,9,9,2,1,1,2,2,2,2,2,65,127,1267,6331,3,1
7982,8,1,1,3,3,5,2,2,8,1,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,1,9,9,9,9,9,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,2,,,,2,,,,2,2,2,2,2,2,9,2,2,2,1,2,2,2,1,9,9,2,9,2,2,2,2,2,2,2,2,2,1,1,9,9,9,9,2,2,1,2,2,2,2,1,31,127,1267,7053,3,1
7983,10,1,1,2,6,3,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,41,127,1267,3166,4,1
7984,11,1,1,2,3,4,2,1,1,2,2,2,2,2,2,2,1,2,1,1,3,2,1,1,1,2,1,2,3,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,2,,,,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,9,9,9,1,1,2,2,2,2,2,2,48,127,1267,3166,1,1
7985,12,1,3,6,3,6,2,2,1,1,2,2,1,2,2,2,1,2,2,2,3,2,2,2,1,2,1,3,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,2,,,,2,1,2,2,2,2,1,1,2,2,1,9,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,3,3,2,2,2,2,2,2,2,19,127,1267,9497,4,1
7986,13,1,2,8,4,6,2,2,6,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,1,3,1,1,2,1,4,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,3,3,2,1,1,1,2,2,1,1,2,2,1,1,2,1,,,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,2,2,2,54,127,1267,6331,2,1
7987,14,1,2,3,3,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,3,2,8,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,30,127,1267,6331,2,1
7988,15,1,5,8,1,6,2,2,4,1,2,2,1,1,2,2,2,2,1,1,2,1,2,3,1,2,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,9,9,9,3,2,2,2,2,2,2,1,19,127,1267,17632,5,1
7989,16,1,1,8,4,5,2,2,1,1,1,1,1,2,2,1,2,1,2,2,3,1,3,3,1,1,1,3,3,1,3,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,3,3,3,2,2,1,2,2,2,2,1,40,127,1267,7053,3,1
7990,17,1,1,3,2,5,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,3,1,1,9,1,1,3,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,9,2,9,2,2,2,2,2,2,2,2,1,1,1,9,9,3,2,1,1,2,2,2,2,1,42,127,1267,7053,6,1
7991,18,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,1,2,3,2,3,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,2,2,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,9,2,2,1,1,2,2,2,2,2,1,49,127,1267,3526,1,1
7992,20,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,1,3,1,2,1,1,1,3,3,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,2,2,2,2,2,2,1,29,127,1267,14106,4,1
7993,1,1,3,8,3,6,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,3,2,1,2,1,3,3,1,1,1,1,1,1,2,2,3,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,1,21,128,1268,5992,3,1
7994,2,1,2,3,3,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,3,1,1,2,1,2,1,3,3,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,2,30,128,1268,3586,4,1
7995,3,1,1,8,5,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,3,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,3,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,3,3,1,2,1,2,2,2,2,1,29,128,1268,3995,4,1
7996,4,1,3,8,5,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,3,2,1,1,1,3,3,2,1,1,2,2,1,2,2,4,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,7,1,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,3,3,2,1,2,2,2,2,2,2,36,128,1268,3586,3,1
7997,6,1,1,3,3,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,3,3,2,1,1,3,1,3,1,3,2,1,1,1,1,5,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,3,3,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,9,2,3,2,1,1,2,2,2,2,1,41,128,1268,3995,4,1
